type,title,director,cast,country,date_added,release_year,description,duration_number,duration_unit,rating_category,genres_list
Movie,Lechmi,B.N. Shajeer Sha,"Parvathy Ratheesh, Biju Sopanam, Sethulekshmi Amma, Molly Angamaly",India,2018-08-01,2017,"The spirit of a murdered woman contacts four bachelors, enlisting their help to find her killer.",147.0,min,Mature - Suitable for adults only,"['Comedies', 'Horror Movies', 'International Movies']"
Movie,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,"Helen Mirren, Geoffrey Rush, Jim Sturgess, Hugo Weaving, Emily Barclay, Abbie Cornish, Ryan Kwanten, Anthony LaPaglia, Miriam Margolyes, Sam Neill","United States, Australia",2020-01-01,2010,"Soren, a barn owl kidnapped from his peaceful forest home, is brought to an orphanage where he must train to become a soldier.",97.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,['Children & Family Movies']
Movie,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,Non disponibile,Non disponibile,"Denmark, China",2019-02-01,2016,Cole finds himself trapped in Yang's temple after accidentally releasing a host of villainous spirits that the Ninja must defeat.,44.0,min,Older Kids - Suitable for children over 7 years with fantasy violence elements,"['Action & Adventure', 'Children & Family Movies']"
Movie,Leo the Lion,Mario Cambi,"Daniel Amerman, John Cygan, Matthew Mercer, Amanda Allan, Porter Hansen, Debi Derryberry, Mari Devon, Eileen Galindo, Cole Sand","United States, Italy",2015-12-20,2013,"Eschewing the carnivorous ways of his fellow lions, maverick Leo follows a vegetarian diet – causing the other lions to shun him.",78.0,min,Older Kids - Suitable for children over 7 years with fantasy violence elements,"['Children & Family Movies', 'Comedies']"
Movie,Lez Bomb,Jenna Laurenzo,"Jenna Laurenzo, Deirdre O'Connell, Brandon Michael Hall, Kevin Pollak, Elaine Hendrix, Steve Guttenberg, Cloris Leachman, Bruce Dern",United States,2019-02-07,2018,A young woman's attempt to come out of the closet on Thanksgiving gets complicated when her male roommate shows up to her parents' home unannounced.,90.0,min,Teens - Suitable for over 14 years,"['Comedies', 'LGBTQ Movies']"
Movie,Life After Beth,Jeff Baena,"Aubrey Plaza, Dane DeHaan, John C. Reilly, Molly Shannon, Cheryl Hines, Paul Reiser, Matthew Gray Gubler, Anna Kendrick, Paul Weitz",United States,2018-07-21,2014,"Following the death of his beloved girlfriend, Beth, Zach is first shattered and then overjoyed when she inexplicably comes back to life.",89.0,min,Restricted - Suitable for adults (contains adult material),"['Comedies', 'Horror Movies', 'Independent Movies']"
Movie,Little Lunch: The Halloween Horror Story,Tim Bartley,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena, Wayne Hope",Australia,2018-03-15,2016,"When the class puts on a Halloween play about a boy who leaves behind his friends for a scary new place, it hits too close to home for one student.",23.0,min,Older Kids - Suitable for children over 7 years,"['Children & Family Movies', 'Comedies']"
Movie,Little Lunch: The Nightmare Before Graduation,Robyn Butler,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena, Wayne Hope",Australia,2018-03-15,2016,Mrs. Gonsha's students are excited about the end of primary school – until they discover that a classmate might not move on with them.,25.0,min,Older Kids - Suitable for children over 7 years,"['Children & Family Movies', 'Comedies']"
Movie,Little Nicky,Steve Brill,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Allen Covert, Tommy 'Tiny' Lister, Kevin Nealon, Jon Lovitz, Michael McKean, Quentin Tarantino",United States,2020-12-01,2000,"The devil sends his sweet son Nicky to Earth to bring back his scheming siblings, who have plans to oust dear old dad from power.",90.0,min,Teens - Suitable for over 13 years,['Comedies']
Movie,Little Singham aur Kaal ka Mahajaal,Prakash Satam,Non disponibile,Non disponibile,2018-12-01,2018,"When Kaal, the vilest demon on earth, threatens to destroy his village, child cop Little Singham must use his strength and smarts to fight back.",68.0,min,Older Kids - Suitable for children over 7 years with fantasy violence elements,"['Children & Family Movies', 'Comedies']"
Movie,Little Singham Bandarpur Mein Hu Ha Hu,Non disponibile,"Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj, Jitendra Dasadiva, Manoj Pandey, Manish Bhuvan, Meena Nahta, Neshma Chemburkar, Saumya Daan, Sonal Kaushal",Non disponibile,2019-07-11,2019,"Little Singham's sidekick monkey, Chikki, is stuck in the magical land of Bandarpur! Can the kid cop save his beloved pet before danger strikes?",67.0,min,Older Kids - Suitable for children over 7 years,"['Children & Family Movies', 'Comedies']"
Movie,Little Singham in London,Prakash Satam,Non disponibile,Non disponibile,2019-04-22,2019,"Little Singham is in London to meet the queen, but when the famed Kohinoor Diamond gets stolen, the kid cop goes on a wild, citywide hunt for the thief.",66.0,min,Older Kids - Suitable for children over 7 years,"['Children & Family Movies', 'Comedies']"
Movie,Little Sister,Zach Clark,"Addison Timlin, Ally Sheedy, Keith Poulson, Peter Hedges, Barbara Crampton, Kristin Slaysman, Molly Plunk",United States,2017-01-14,2016,"A former Goth studying to become a nun finds her faith tested when she returns home to visit her brother, who has been disfigured in the Iraq War.",91.0,min,Not Rated - No specific classification,"['Comedies', 'Dramas', 'Independent Movies']"
Movie,"Lock, Stock and Two Smoking Barrels",Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham, Steven Mackintosh, Nicholas Rowe, Nick Marcq, Charles Forbes, Vinnie Jones, Lenny McLean",United Kingdom,2019-01-01,1998,"Hoping to make a bundle in a high-stakes poker game, four shiftless lads from London's East End instead find themselves swimming in debt.",108.0,min,Restricted - Suitable for adults (contains adult material),"['Action & Adventure', 'Comedies', 'Independent Movies']"
Movie,"Look Out, Officer",Sze Yu Lau,"Stephen Chow, Bill Tung, Stanley Sui-Fan Fung, Vivian Chan, Indra Leech, Amy Yip",Hong Kong,2018-08-16,1990,An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic.,88.0,min,Teens - Suitable for over 14 years,"['Action & Adventure', 'Comedies', 'International Movies']"
Movie,Look Who's Back,David Wnendt,"Oliver Masucci, Fabian Busch, Christoph Maria Herbst, Katja Riemann, Franziska Wulf, Lars Rudolph, Michael Kessler, Thomas Thieme",Germany,2016-04-09,2015,"When Adolf Hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon.",116.0,min,Not Rated - No specific classification,"['Comedies', 'International Movies']"
Movie,Love Dot Com: The Social Experiment,Charneice Fox,"Brave Williams, Tobias Truvillion, Kym Whitley, LisaRaye McCoy, Charles Malik Whitfield, W. Ellington Felton, Christopher Williams, Angus Whinfield, Jamie Moreen, Raheem Devaughn",United States,2020-02-17,2019,"Sparks fly and romance blooms when Shelby, a vegan chef, meets Greg, a developer – until their opposing views clash.",98.0,min,Mature - Suitable for adults only,"['Comedies', 'Romantic Movies']"
Movie,Love In A Puff,Pang Ho-cheung,"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Yat Ning Chan, Tat-Ming Cheung, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok",Hong Kong,2018-08-01,2010,"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating a meeting between Cherie, a makeup saleswoman, and Jimmy, an advertising exec.",103.0,min,Mature - Suitable for adults only,"['Comedies', 'Dramas', 'International Movies']"
Movie,Love Ni Bhavai,Saandeep Patel,"Malhar Thakar, Pratik Gandhi, Aarohi Patel, Maulik Jagdish Nayak, Diana Raval, Roopa Divatia, Aarti Patel",India,2018-05-01,2017,"Not romantically inclined, a popular radio personality finds herself caught between two diametrically opposed suitors.",163.0,min,Teens - Suitable for over 14 years,"['Comedies', 'International Movies', 'Romantic Movies']"
Movie,Love on Delivery,Stephen Chow,"Stephen Chow, Christy Chung, Ng Man-Tat",Hong Kong,2018-08-16,1994,"To prove himself to a love interest, a delivery boy learns dubious kung fu from an aging charlatan so he can challenge his archrival to a fight.",93.0,min,Teens - Suitable for over 14 years,"['Action & Adventure', 'Comedies', 'International Movies']"
Movie,Love Station,Ahmad Samir Farag,"Menna Shalaby, Sherif Salama, Yousra El Lozy, Mona Hala, Edward Fouad, Lotfy Labib, Ashraf Hamdy",Egypt,2019-04-25,2011,"Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.",97.0,min,Teens - Suitable for over 14 years,"['Comedies', 'International Movies', 'Romantic Movies']"
Movie,Love You... Love You Not,Sridhar Jetty,"Chelsea Islan, Hamish Daud, Miller Khan, Kemal Pahlevi, R.R. Melati Pinaring, Fico Fachriza, Reynold Hamzah, Rizka Dwi Septiana, Arkanda Saezario Wicaksono",Indonesia,2019-01-05,2015,A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.,115.0,min,Teens - Suitable for over 14 years,"['Comedies', 'International Movies', 'Romantic Movies']"
Movie,"Love, Rosie",Christian Ditter,"Lily Collins, Sam Claflin, Christian Cooke, Jamie Beamish, Suki Waterhouse, Tamsin Egerton, Jaime Winstone, Lorcan Cranitch","Germany, United Kingdom",2019-11-20,2014,"Over the years, as they come and go in each other's life, childhood pals Rosie and Alex struggle to resolve the lasting, intimate bond between them.",103.0,min,Restricted - Suitable for adults (contains adult material),"['Comedies', 'International Movies', 'Romantic Movies']"
Movie,Lusers,Ticoy Rodriguez,"Carlos Alcántara, Pablo Granados, Felipe Izquierdo, Gaby Espino, Cristián de la Fuente, Marcela Guerty, Claudio Torres","Argentina, Chile, Peru",2016-07-15,2015,Three men from different nations must find their way out of the Amazon jungle – on foot – when they get lost on the way to Brazil's World Cup Final.,100.0,min,Mature - Suitable for adults only,"['Comedies', 'International Movies', 'Sports Movies']"
Movie,Mac & Devin Go to High School,Dylan C. Brown,"Snoop Dogg, Wiz Khalifa, Mike Epps, Teairra Mari, Derek Kane, Luenell, Teni Panosian, Paul Iacono, Andy Milonakis, Mystikal",United States,2016-04-20,2012,"Devin Overstreet may be the class valedictorian, but he hasn't had much life experience. Enter Mac Johnson, a 10th-year senior and weed dealer.",76.0,min,Restricted - Suitable for adults (contains adult material),['Comedies']
Movie,Mad Money,"Callie Khouri, Jesse V. Johnson","Diane Keaton, Queen Latifah, Katie Holmes, Ted Danson, Roger Cross, Adam Rothenberg, Stephen Root, Christopher McDonald, Meagen Fay, J.C. MacKenzie, Finesse Mitchell, Eric Keenleyside",United States,2019-11-01,2008,A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.,99.0,min,Teens - Suitable for over 13 years,['Comedies']
Movie,Magic Snowflake,Luc Vinciguerra,"Nathan Simony, Benoît Allemane, Vincent Grass, Jean-Claude Donda, Alexis Tomassian, Pascal Sellem, Evelyne Grandjean, Alice Révérend, Kylian Trouillard, Céline Melloul","France, Belgium",2015-12-20,2013,Young Nicolas agrees to do Santa's work for one year. But the stress of the job threatens the boy's sense of joy – and Christmas itself.,73.0,min,Kids - Suitable for all children,['Children & Family Movies']
Movie,Magnus,Benjamin Ree,Magnus Carlsen,Norway,2017-02-22,2016,"This dramatic documentary explores the life and mind of Magnus Carlsen, the charismatic Norwegian prodigy who became world chess champion.",75.0,min,Parental Guidance - Parents urged to give parental guidance under 12 years,"['Children & Family Movies', 'Documentaries', 'International Movies']"
Movie,Mahjong Heroes,Li Pei-Chuan,"Patrick Tse, Betty Ting Pei, Hua Yueh, Chin Siu Ho, Lau Hak-Suen, Kwan Hoi-san",Hong Kong,2018-08-16,1981,"In this comedy, characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles.",92.0,min,Parental Guidance - Parents urged to give parental guidance under 12 years,"['Comedies', 'International Movies']"
Movie,Maine Pyaar Kyun Kiya,David Dhawan,"Salman Khan, Sushmita Sen, Sohail Khan, Katrina Kaif, Arshad Warsi, Isha Koppikar, Rajpal Yadav, Beena Kak",India,2019-12-31,2005,"After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy.",137.0,min,Teens - Suitable for over 14 years,"['Comedies', 'International Movies', 'Music & Musicals']"
Movie,Man Up,Ben Palmer,"Lake Bell, Simon Pegg, Ophelia Lovibond, Olivia Williams, Rory Kinnear, Henry Lloyd-Hughes, Ken Stott, Sharon Horgan, Harriet Walter, Stephen Campbell Moore, Dean-Charles Chapman, Phoebe Waller-Bridge","United Kingdom, France",2018-09-04,2015,"A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date.",88.0,min,Restricted - Suitable for adults (contains adult material),"['Comedies', 'International Movies', 'Romantic Movies']"
Movie,Manhattan Romance,Tom O'Brien,"Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier",United States,2017-09-08,2014,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,98.0,min,Teens - Suitable for over 14 years,"['Comedies', 'Independent Movies', 'Romantic Movies']"
Movie,Mansfield Park,Patricia Rozema,"Frances O'Connor, Embeth Davidtz, Jonny Lee Miller, Alessandro Nivola, Harold Pinter, Lindsay Duncan, Sheila Gish, James Purefoy, Victoria Hamilton, Hugh Bonneville",United Kingdom,2020-01-01,1999,"A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow.",112.0,min,Teens - Suitable for over 13 years,"['Comedies', 'Dramas', 'International Movies']"
Movie,Mary and the Witch's Flower,Hiromasa Yonebayashi,"Ruby Barnhill, Kate Winslet, Jim Broadbent, Ewen Bremner, Lynda Baron, Louis Ashbourne Serkis, Morwenna Banks, Teresa Gallagher, Rasmus Hardiker",Japan,2018-07-17,2017,"Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan.",103.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Anime Features', 'Children & Family Movies']"
Movie,Mary Poppins Returns,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies, Nathanael Saleh, Joel Dawson, Julie Walters, Meryl Streep, Colin Firth, Dick Van Dyke","United States, United Kingdom",2019-07-09,2018,"In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears.",131.0,min,Parental Guidance Suggested - Suitable for children with parental guidance,"['Children & Family Movies', 'Music & Musicals']"
Movie,Matichya Chuli,"Sudesh Manjrekar, Atul Kale","Sudhir Joshi, Vandana Gupte, Ankush Chaudhari, Madhura Velankar, Sanjay Mone, Anand Abhyankar",India,2018-02-15,2006,"A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son.",132.0,min,Teens - Suitable for over 14 years,"['Comedies', 'Dramas', 'International Movies']"
